airline_id,airline_name,airline_created_date,promotion_id,promotion_name,promotion_comments,reward_id,reward_name,reward_comments,redemption_id,redemption_date,passenger_id,miles_used
40,SkyBound 40,1979-05-19,492,Black Friday Fly 2026,Valid for flights over 3942 miles,729,Double Points Coupon,Expiry: 70 days after redemption,22219,2026-01-01,9345,10285
50,Horizon Airways 50,2011-05-26,418,Business Class Upgrade 2026,Valid for flights over 3799 miles,775,Extra Baggage Coupon,Expiry: 57 days after redemption,22220,2026-02-09,5845,23489
61,AeroSwift 61,1999-11-28,460,Business Class Upgrade 2026,Valid for flights over 1567 miles,766,Priority Boarding Coupon,Expiry: 43 days after redemption,22221,2026-03-02,5357,23938
58,AeroSwift 58,1978-11-08,428,Business Class Upgrade 2026,Valid for flights over 4293 miles,777,Lounge Access Coupon,Expiry: 44 days after redemption,22222,2026-02-14,7794,10676
21,Global Jet 21,1987-04-05,459,Holiday Special 2026,Valid for flights over 2619 miles,701,Extra Baggage Coupon,Expiry: 53 days after redemption,22223,2026-02-19,5620,10514
15,Horizon Airways 15,1996-08-02,498,Holiday Special 2026,Valid for flights over 1676 miles,720,Free Meal Coupon,Expiry: 64 days after redemption,22224,2026-02-03,6394,9379
82,Oceanic Air 82,1987-08-30,455,Holiday Special 2026,Valid for flights over 959 miles,704,Extra Baggage Coupon,Expiry: 35 days after redemption,22225,2026-01-13,8654,18669
33,AeroSwift 33,2018-08-26,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,796,Extra Baggage Coupon,Expiry: 61 days after redemption,22226,2026-02-01,7294,13549
12,Global Jet 12,2014-02-22,455,Holiday Special 2026,Valid for flights over 959 miles,704,Extra Baggage Coupon,Expiry: 35 days after redemption,22227,2026-02-09,6173,22416
17,Global Jet 17,2016-06-22,455,Holiday Special 2026,Valid for flights over 959 miles,704,Extra Baggage Coupon,Expiry: 35 days after redemption,22228,2026-01-21,9053,5408
56,Global Jet 56,1980-04-16,413,First Class Access 2026,Valid for flights over 2220 miles,713,Extra Baggage Coupon,Expiry: 49 days after redemption,22229,2026-01-12,9561,22621
98,SkyBound 98,1995-01-22,411,Black Friday Fly 2026,Valid for flights over 1386 miles,769,Priority Boarding Coupon,Expiry: 65 days after redemption,22230,2026-01-11,7653,1808
75,Oceanic Air 75,2005-06-30,465,Black Friday Fly 2026,Valid for flights over 3040 miles,733,Double Points Coupon,Expiry: 40 days after redemption,22231,2026-01-24,6683,18214
67,SkyBound 67,2014-03-26,416,Business Class Upgrade 2026,Valid for flights over 2102 miles,709,Lounge Access Coupon,Expiry: 66 days after redemption,22232,2026-01-05,6465,22098
56,Global Jet 56,1980-04-16,404,Black Friday Fly 2026,Valid for flights over 921 miles,747,Priority Boarding Coupon,Expiry: 71 days after redemption,22233,2026-02-21,8434,9659
90,Global Jet 90,2013-12-21,477,First Class Access 2026,Valid for flights over 4678 miles,767,Double Points Coupon,Expiry: 82 days after redemption,22234,2026-02-24,8477,1907
46,SkyBound 46,1993-11-20,469,Summer Miles 2026,Valid for flights over 2081 miles,749,Extra Baggage Coupon,Expiry: 53 days after redemption,22235,2026-01-18,6171,21999
7,SkyBound 7,1984-12-06,418,Business Class Upgrade 2026,Valid for flights over 3799 miles,775,Extra Baggage Coupon,Expiry: 57 days after redemption,22236,2026-02-18,8310,24027
12,Global Jet 12,2014-02-22,469,Summer Miles 2026,Valid for flights over 2081 miles,749,Extra Baggage Coupon,Expiry: 53 days after redemption,22237,2026-02-14,6751,16501
63,Global Jet 63,2008-03-19,422,Summer Miles 2026,Valid for flights over 4211 miles,791,Lounge Access Coupon,Expiry: 31 days after redemption,22238,2026-01-16,6240,16261
43,Horizon Airways 43,1971-03-11,447,Holiday Special 2026,Valid for flights over 4433 miles,761,Double Points Coupon,Expiry: 64 days after redemption,22239,2026-01-11,8958,11805
84,Global Jet 84,2000-12-02,448,First Class Access 2026,Valid for flights over 995 miles,748,Double Points Coupon,Expiry: 83 days after redemption,22240,2026-01-27,5864,2509
11,Global Jet 11,1993-07-11,492,Black Friday Fly 2026,Valid for flights over 3942 miles,729,Double Points Coupon,Expiry: 70 days after redemption,22241,2026-03-01,6021,13376
90,Global Jet 90,2013-12-21,470,First Class Access 2026,Valid for flights over 3235 miles,786,Priority Boarding Coupon,Expiry: 89 days after redemption,22242,2026-01-26,9542,4655
75,Oceanic Air 75,2005-06-30,411,Black Friday Fly 2026,Valid for flights over 1386 miles,769,Priority Boarding Coupon,Expiry: 65 days after redemption,22243,2026-01-27,6154,18699
29,Horizon Airways 29,1993-05-29,411,Black Friday Fly 2026,Valid for flights over 1386 miles,769,Priority Boarding Coupon,Expiry: 65 days after redemption,22244,2026-01-28,8598,7527
1,SkyBound 1,1974-11-29,451,Business Class Upgrade 2026,Valid for flights over 4818 miles,734,Double Points Coupon,Expiry: 53 days after redemption,22245,2026-01-14,7007,23687
69,Oceanic Air 69,1992-04-13,458,Summer Miles 2026,Valid for flights over 1568 miles,706,Extra Baggage Coupon,Expiry: 90 days after redemption,22246,2026-01-05,6074,4155
38,Oceanic Air 38,2017-05-27,492,Black Friday Fly 2026,Valid for flights over 3942 miles,797,Lounge Access Coupon,Expiry: 30 days after redemption,22247,2026-01-05,8199,21556
54,Global Jet 54,1981-01-15,420,First Class Access 2026,Valid for flights over 3191 miles,789,Double Points Coupon,Expiry: 35 days after redemption,22248,2026-02-20,7085,5370
5,Global Jet 5,1987-06-05,451,Business Class Upgrade 2026,Valid for flights over 4818 miles,734,Double Points Coupon,Expiry: 53 days after redemption,22249,2026-01-28,5228,21937
27,AeroSwift 27,1998-10-23,459,Holiday Special 2026,Valid for flights over 2619 miles,711,Extra Baggage Coupon,Expiry: 84 days after redemption,22250,2026-02-20,5288,3582
67,SkyBound 67,2014-03-26,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,723,Priority Boarding Coupon,Expiry: 54 days after redemption,22251,2026-02-26,9018,24103
57,Oceanic Air 57,1986-12-05,498,Holiday Special 2026,Valid for flights over 1676 miles,746,Extra Baggage Coupon,Expiry: 38 days after redemption,22252,2026-02-12,9251,4073
36,Global Jet 36,1996-04-19,473,Summer Miles 2026,Valid for flights over 2092 miles,788,Lounge Access Coupon,Expiry: 52 days after redemption,22253,2026-01-13,8113,2230
44,Global Jet 44,1991-05-25,426,Holiday Special 2026,Valid for flights over 2084 miles,725,Priority Boarding Coupon,Expiry: 52 days after redemption,22254,2026-02-27,8884,17853
52,Global Jet 52,2016-05-12,465,Black Friday Fly 2026,Valid for flights over 3040 miles,733,Double Points Coupon,Expiry: 40 days after redemption,22255,2026-03-02,7960,24789
60,Horizon Airways 60,1984-08-20,496,Black Friday Fly 2026,Valid for flights over 4842 miles,772,Extra Baggage Coupon,Expiry: 40 days after redemption,22256,2026-02-22,7795,6822
59,SkyBound 59,1999-09-22,457,Business Class Upgrade 2026,Valid for flights over 1650 miles,710,Lounge Access Coupon,Expiry: 48 days after redemption,22257,2026-01-21,7762,12777
63,Global Jet 63,2008-03-19,426,Holiday Special 2026,Valid for flights over 2084 miles,725,Priority Boarding Coupon,Expiry: 52 days after redemption,22258,2026-01-31,9631,14146
34,AeroSwift 34,1977-09-29,459,Holiday Special 2026,Valid for flights over 2619 miles,711,Extra Baggage Coupon,Expiry: 84 days after redemption,22259,2026-03-02,7127,5931
35,SkyBound 35,2003-05-26,435,Summer Miles 2026,Valid for flights over 3849 miles,771,Priority Boarding Coupon,Expiry: 84 days after redemption,22260,2026-02-21,5815,4638
15,Horizon Airways 15,1996-08-02,449,Black Friday Fly 2026,Valid for flights over 2932 miles,756,Priority Boarding Coupon,Expiry: 55 days after redemption,22261,2026-02-23,6397,4980
13,SkyBound 13,1977-02-28,460,Business Class Upgrade 2026,Valid for flights over 1567 miles,766,Priority Boarding Coupon,Expiry: 43 days after redemption,22262,2026-02-24,7442,11853
36,Global Jet 36,1996-04-19,459,Holiday Special 2026,Valid for flights over 2619 miles,790,Extra Baggage Coupon,Expiry: 60 days after redemption,22263,2026-02-28,6415,14329
11,Global Jet 11,1993-07-11,492,Black Friday Fly 2026,Valid for flights over 3942 miles,729,Double Points Coupon,Expiry: 70 days after redemption,22264,2026-01-30,7745,1853
67,SkyBound 67,2014-03-26,492,Black Friday Fly 2026,Valid for flights over 3942 miles,726,Priority Boarding Coupon,Expiry: 79 days after redemption,22265,2026-02-15,8480,20815
97,Oceanic Air 97,1981-01-09,469,Summer Miles 2026,Valid for flights over 2081 miles,749,Extra Baggage Coupon,Expiry: 53 days after redemption,22266,2026-02-05,8316,23194
95,Horizon Airways 95,1978-05-20,481,Business Class Upgrade 2026,Valid for flights over 4930 miles,768,Lounge Access Coupon,Expiry: 89 days after redemption,22267,2026-01-06,6827,11613
2,Horizon Airways 2,1974-06-11,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,723,Priority Boarding Coupon,Expiry: 54 days after redemption,22268,2026-03-01,9669,14372
94,Horizon Airways 94,1983-12-02,490,Holiday Special 2026,Valid for flights over 1434 miles,795,Double Points Coupon,Expiry: 61 days after redemption,22269,2026-03-02,8489,21313
68,Oceanic Air 68,2011-06-25,466,Summer Miles 2026,Valid for flights over 3976 miles,735,Double Points Coupon,Expiry: 46 days after redemption,22270,2026-01-17,8702,4095
65,Horizon Airways 65,1992-07-02,490,Holiday Special 2026,Valid for flights over 1434 miles,795,Double Points Coupon,Expiry: 61 days after redemption,22271,2026-02-18,7704,3396
48,Oceanic Air 48,1996-07-04,435,Summer Miles 2026,Valid for flights over 3849 miles,771,Priority Boarding Coupon,Expiry: 84 days after redemption,22272,2026-02-21,6111,16187
28,SkyBound 28,2008-10-29,448,First Class Access 2026,Valid for flights over 995 miles,748,Double Points Coupon,Expiry: 83 days after redemption,22273,2026-02-10,8639,6132
56,Global Jet 56,1980-04-16,418,Business Class Upgrade 2026,Valid for flights over 3799 miles,773,Priority Boarding Coupon,Expiry: 82 days after redemption,22274,2026-02-16,8409,23224
42,Horizon Airways 42,1987-03-11,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,707,Free Meal Coupon,Expiry: 55 days after redemption,22275,2026-02-14,6693,4010
45,AeroSwift 45,2012-04-05,498,Holiday Special 2026,Valid for flights over 1676 miles,720,Free Meal Coupon,Expiry: 64 days after redemption,22276,2026-01-18,8859,15676
40,SkyBound 40,1979-05-19,436,Holiday Special 2026,Valid for flights over 1518 miles,800,Free Meal Coupon,Expiry: 50 days after redemption,22277,2026-02-22,5428,10479
23,AeroSwift 23,1982-06-08,448,First Class Access 2026,Valid for flights over 995 miles,740,Free Meal Coupon,Expiry: 71 days after redemption,22278,2026-02-08,5404,21313
21,Global Jet 21,1987-04-05,404,Black Friday Fly 2026,Valid for flights over 921 miles,747,Priority Boarding Coupon,Expiry: 71 days after redemption,22279,2026-02-02,9862,12703
75,Oceanic Air 75,2005-06-30,476,Holiday Special 2026,Valid for flights over 1909 miles,784,Lounge Access Coupon,Expiry: 63 days after redemption,22280,2026-02-22,8926,24116
73,Horizon Airways 73,1989-01-26,424,First Class Access 2026,Valid for flights over 1467 miles,779,Lounge Access Coupon,Expiry: 31 days after redemption,22281,2026-01-21,7073,24671
79,SkyBound 79,1989-04-02,420,First Class Access 2026,Valid for flights over 3191 miles,783,Lounge Access Coupon,Expiry: 52 days after redemption,22282,2026-02-24,6926,14958
77,Horizon Airways 77,1984-10-12,491,Black Friday Fly 2026,Valid for flights over 3180 miles,794,Lounge Access Coupon,Expiry: 49 days after redemption,22283,2026-01-07,5966,2747
79,SkyBound 79,1989-04-02,470,First Class Access 2026,Valid for flights over 3235 miles,743,Double Points Coupon,Expiry: 66 days after redemption,22284,2026-02-09,7351,10195
30,Horizon Airways 30,2013-08-25,456,Black Friday Fly 2026,Valid for flights over 3648 miles,744,Double Points Coupon,Expiry: 84 days after redemption,22285,2026-01-22,8406,22820
87,Horizon Airways 87,1998-02-24,448,First Class Access 2026,Valid for flights over 995 miles,748,Double Points Coupon,Expiry: 83 days after redemption,22286,2026-01-06,8150,4345
84,Global Jet 84,2000-12-02,478,Summer Miles 2026,Valid for flights over 2873 miles,798,Double Points Coupon,Expiry: 48 days after redemption,22287,2026-02-18,8951,24423
46,SkyBound 46,1993-11-20,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,707,Free Meal Coupon,Expiry: 55 days after redemption,22288,2026-01-15,9107,24363
11,Global Jet 11,1993-07-11,459,Holiday Special 2026,Valid for flights over 2619 miles,738,Priority Boarding Coupon,Expiry: 36 days after redemption,22289,2026-02-12,8883,12100
17,Global Jet 17,2016-06-22,478,Summer Miles 2026,Valid for flights over 2873 miles,787,Priority Boarding Coupon,Expiry: 69 days after redemption,22290,2026-02-22,5802,18977
16,SkyBound 16,1975-12-03,454,Black Friday Fly 2026,Valid for flights over 2303 miles,741,Priority Boarding Coupon,Expiry: 44 days after redemption,22291,2026-01-19,7044,14404
88,SkyBound 88,2001-01-22,424,First Class Access 2026,Valid for flights over 1467 miles,779,Lounge Access Coupon,Expiry: 31 days after redemption,22292,2026-01-30,5044,21831
9,AeroSwift 9,1970-05-09,486,Business Class Upgrade 2026,Valid for flights over 3475 miles,737,Extra Baggage Coupon,Expiry: 70 days after redemption,22293,2026-01-29,6916,11372
15,Horizon Airways 15,1996-08-02,485,Summer Miles 2026,Valid for flights over 3643 miles,728,Lounge Access Coupon,Expiry: 62 days after redemption,22294,2026-01-23,5423,4520
68,Oceanic Air 68,2011-06-25,438,Holiday Special 2026,Valid for flights over 2786 miles,732,Lounge Access Coupon,Expiry: 64 days after redemption,22295,2026-01-25,6844,15033
54,Global Jet 54,1981-01-15,476,Holiday Special 2026,Valid for flights over 1909 miles,739,Priority Boarding Coupon,Expiry: 57 days after redemption,22296,2026-02-09,7785,23708
7,SkyBound 7,1984-12-06,414,Black Friday Fly 2026,Valid for flights over 901 miles,722,Free Meal Coupon,Expiry: 88 days after redemption,22297,2026-01-19,7329,8565
84,Global Jet 84,2000-12-02,433,Holiday Special 2026,Valid for flights over 4949 miles,730,Lounge Access Coupon,Expiry: 89 days after redemption,22298,2026-02-24,7773,19342
45,AeroSwift 45,2012-04-05,448,First Class Access 2026,Valid for flights over 995 miles,781,Priority Boarding Coupon,Expiry: 62 days after redemption,22299,2026-02-18,7873,14732
21,Global Jet 21,1987-04-05,482,First Class Access 2026,Valid for flights over 4221 miles,724,Double Points Coupon,Expiry: 59 days after redemption,22300,2026-01-10,9836,2554
69,Oceanic Air 69,1992-04-13,486,Business Class Upgrade 2026,Valid for flights over 3475 miles,712,Extra Baggage Coupon,Expiry: 66 days after redemption,22301,2026-01-02,7273,7642
18,Global Jet 18,2011-11-25,416,Business Class Upgrade 2026,Valid for flights over 2102 miles,709,Lounge Access Coupon,Expiry: 66 days after redemption,22302,2026-02-08,9559,13625
28,SkyBound 28,2008-10-29,475,Business Class Upgrade 2026,Valid for flights over 3026 miles,708,Double Points Coupon,Expiry: 85 days after redemption,22303,2026-01-21,6625,24761
67,SkyBound 67,2014-03-26,436,Holiday Special 2026,Valid for flights over 1518 miles,800,Free Meal Coupon,Expiry: 50 days after redemption,22304,2026-02-22,8615,17678
8,SkyBound 8,2009-04-22,452,Summer Miles 2026,Valid for flights over 666 miles,782,Double Points Coupon,Expiry: 47 days after redemption,22305,2026-02-13,5173,15850
99,Global Jet 99,2001-05-11,466,Summer Miles 2026,Valid for flights over 3976 miles,735,Double Points Coupon,Expiry: 46 days after redemption,22306,2026-01-29,8172,15738
29,Horizon Airways 29,1993-05-29,431,Holiday Special 2026,Valid for flights over 4118 miles,736,Free Meal Coupon,Expiry: 78 days after redemption,22307,2026-02-03,7854,20178
12,Global Jet 12,2014-02-22,449,Black Friday Fly 2026,Valid for flights over 2932 miles,756,Priority Boarding Coupon,Expiry: 55 days after redemption,22308,2026-01-25,7015,23223
28,SkyBound 28,2008-10-29,420,First Class Access 2026,Valid for flights over 3191 miles,783,Lounge Access Coupon,Expiry: 52 days after redemption,22309,2026-01-02,7968,9062
14,Oceanic Air 14,1971-02-01,428,Business Class Upgrade 2026,Valid for flights over 4293 miles,777,Lounge Access Coupon,Expiry: 44 days after redemption,22310,2026-01-27,8606,21163
91,Global Jet 91,1979-09-29,439,Holiday Special 2026,Valid for flights over 4949 miles,705,Extra Baggage Coupon,Expiry: 60 days after redemption,22311,2026-01-12,9702,14351
29,Horizon Airways 29,1993-05-29,487,Black Friday Fly 2026,Valid for flights over 4790 miles,758,Double Points Coupon,Expiry: 55 days after redemption,22312,2026-02-21,8514,15359
100,SkyBound 100,2011-02-14,419,Business Class Upgrade 2026,Valid for flights over 2580 miles,792,Lounge Access Coupon,Expiry: 86 days after redemption,22313,2026-02-09,7464,1731
84,Global Jet 84,2000-12-02,471,Holiday Special 2026,Valid for flights over 1726 miles,755,Extra Baggage Coupon,Expiry: 69 days after redemption,22314,2026-01-28,5608,15992
97,Oceanic Air 97,1981-01-09,418,Business Class Upgrade 2026,Valid for flights over 3799 miles,775,Extra Baggage Coupon,Expiry: 57 days after redemption,22315,2026-01-20,6683,12823
4,SkyBound 4,1983-04-06,498,Holiday Special 2026,Valid for flights over 1676 miles,746,Extra Baggage Coupon,Expiry: 38 days after redemption,22316,2026-01-27,8640,3209
5,Global Jet 5,1987-06-05,441,Business Class Upgrade 2026,Valid for flights over 4970 miles,753,Extra Baggage Coupon,Expiry: 53 days after redemption,22317,2026-02-09,7427,14331
52,Global Jet 52,2016-05-12,405,Holiday Special 2026,Valid for flights over 1966 miles,717,Extra Baggage Coupon,Expiry: 76 days after redemption,22318,2026-01-24,5653,17361
71,Horizon Airways 71,1997-06-17,448,First Class Access 2026,Valid for flights over 995 miles,740,Free Meal Coupon,Expiry: 71 days after redemption,22319,2026-02-23,7447,19424
31,Horizon Airways 31,2000-07-31,434,Black Friday Fly 2026,Valid for flights over 1023 miles,765,Free Meal Coupon,Expiry: 85 days after redemption,22320,2026-02-15,9881,9859
47,Oceanic Air 47,2001-02-17,492,Black Friday Fly 2026,Valid for flights over 3942 miles,714,Free Meal Coupon,Expiry: 69 days after redemption,22321,2026-01-18,9652,9274
81,SkyBound 81,1994-02-27,487,Black Friday Fly 2026,Valid for flights over 4790 miles,758,Double Points Coupon,Expiry: 55 days after redemption,22322,2026-02-02,9982,7654
84,Global Jet 84,2000-12-02,416,Business Class Upgrade 2026,Valid for flights over 2102 miles,731,Extra Baggage Coupon,Expiry: 53 days after redemption,22323,2026-01-26,6306,24987
3,Oceanic Air 3,1997-08-28,470,First Class Access 2026,Valid for flights over 3235 miles,786,Priority Boarding Coupon,Expiry: 89 days after redemption,22324,2026-03-01,6325,24564
15,Horizon Airways 15,1996-08-02,420,First Class Access 2026,Valid for flights over 3191 miles,783,Lounge Access Coupon,Expiry: 52 days after redemption,22325,2026-01-02,5422,14328
28,SkyBound 28,2008-10-29,414,Black Friday Fly 2026,Valid for flights over 901 miles,778,Priority Boarding Coupon,Expiry: 44 days after redemption,22326,2026-02-06,9090,5474
17,Global Jet 17,2016-06-22,478,Summer Miles 2026,Valid for flights over 2873 miles,787,Priority Boarding Coupon,Expiry: 69 days after redemption,22327,2026-01-03,7395,13821
11,Global Jet 11,1993-07-11,428,Business Class Upgrade 2026,Valid for flights over 4293 miles,777,Lounge Access Coupon,Expiry: 44 days after redemption,22328,2026-02-13,6567,6570
98,SkyBound 98,1995-01-22,448,First Class Access 2026,Valid for flights over 995 miles,740,Free Meal Coupon,Expiry: 71 days after redemption,22329,2026-01-26,8359,7766
59,SkyBound 59,1999-09-22,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,723,Priority Boarding Coupon,Expiry: 54 days after redemption,22330,2026-01-01,8637,14048
97,Oceanic Air 97,1981-01-09,431,Holiday Special 2026,Valid for flights over 4118 miles,754,Free Meal Coupon,Expiry: 51 days after redemption,22331,2026-01-28,8387,13812
97,Oceanic Air 97,1981-01-09,477,First Class Access 2026,Valid for flights over 4678 miles,767,Double Points Coupon,Expiry: 82 days after redemption,22332,2026-01-15,5184,6784
44,Global Jet 44,1991-05-25,469,Summer Miles 2026,Valid for flights over 2081 miles,749,Extra Baggage Coupon,Expiry: 53 days after redemption,22333,2026-01-07,6480,1024
25,AeroSwift 25,2001-03-12,489,Summer Miles 2026,Valid for flights over 3180 miles,757,Double Points Coupon,Expiry: 51 days after redemption,22334,2026-02-02,9317,2124
28,SkyBound 28,2008-10-29,439,Holiday Special 2026,Valid for flights over 4949 miles,705,Extra Baggage Coupon,Expiry: 60 days after redemption,22335,2026-02-02,5042,24459
90,Global Jet 90,2013-12-21,420,First Class Access 2026,Valid for flights over 3191 miles,742,Lounge Access Coupon,Expiry: 76 days after redemption,22336,2026-02-27,9929,13233
76,Horizon Airways 76,1971-09-13,435,Summer Miles 2026,Valid for flights over 3849 miles,745,Free Meal Coupon,Expiry: 31 days after redemption,22337,2026-02-01,8313,1886
79,SkyBound 79,1989-04-02,470,First Class Access 2026,Valid for flights over 3235 miles,743,Double Points Coupon,Expiry: 66 days after redemption,22338,2026-02-16,6720,9741
55,Horizon Airways 55,1970-06-13,418,Business Class Upgrade 2026,Valid for flights over 3799 miles,773,Priority Boarding Coupon,Expiry: 82 days after redemption,22339,2026-02-23,8906,5622
64,Global Jet 64,2009-04-15,459,Holiday Special 2026,Valid for flights over 2619 miles,701,Extra Baggage Coupon,Expiry: 53 days after redemption,22340,2026-01-10,5837,20675
94,Horizon Airways 94,1983-12-02,487,Black Friday Fly 2026,Valid for flights over 4790 miles,780,Lounge Access Coupon,Expiry: 56 days after redemption,22341,2026-01-14,6594,2061
18,Global Jet 18,2011-11-25,414,Black Friday Fly 2026,Valid for flights over 901 miles,778,Priority Boarding Coupon,Expiry: 44 days after redemption,22342,2026-01-25,6635,11153
17,Global Jet 17,2016-06-22,492,Black Friday Fly 2026,Valid for flights over 3942 miles,726,Priority Boarding Coupon,Expiry: 79 days after redemption,22343,2026-02-11,9942,3268
61,AeroSwift 61,1999-11-28,486,Business Class Upgrade 2026,Valid for flights over 3475 miles,712,Extra Baggage Coupon,Expiry: 66 days after redemption,22344,2026-01-23,9614,9975
7,SkyBound 7,1984-12-06,439,Holiday Special 2026,Valid for flights over 4949 miles,705,Extra Baggage Coupon,Expiry: 60 days after redemption,22345,2026-01-23,7911,1205
99,Global Jet 99,2001-05-11,439,Holiday Special 2026,Valid for flights over 4949 miles,705,Extra Baggage Coupon,Expiry: 60 days after redemption,22346,2026-01-12,9332,13688
82,Oceanic Air 82,1987-08-30,422,Summer Miles 2026,Valid for flights over 4211 miles,791,Lounge Access Coupon,Expiry: 31 days after redemption,22347,2026-01-09,9586,10621
21,Global Jet 21,1987-04-05,428,Business Class Upgrade 2026,Valid for flights over 4293 miles,721,Free Meal Coupon,Expiry: 72 days after redemption,22348,2026-02-02,6063,21772
56,Global Jet 56,1980-04-16,418,Business Class Upgrade 2026,Valid for flights over 3799 miles,773,Priority Boarding Coupon,Expiry: 82 days after redemption,22349,2026-01-24,5833,22963
8,SkyBound 8,2009-04-22,433,Holiday Special 2026,Valid for flights over 4949 miles,730,Lounge Access Coupon,Expiry: 89 days after redemption,22350,2026-02-05,6168,22872
17,Global Jet 17,2016-06-22,433,Holiday Special 2026,Valid for flights over 4949 miles,730,Lounge Access Coupon,Expiry: 89 days after redemption,22351,2026-01-06,5029,18795
61,AeroSwift 61,1999-11-28,471,Holiday Special 2026,Valid for flights over 1726 miles,727,Free Meal Coupon,Expiry: 47 days after redemption,22352,2026-01-27,9062,3937
67,SkyBound 67,2014-03-26,492,Black Friday Fly 2026,Valid for flights over 3942 miles,729,Double Points Coupon,Expiry: 70 days after redemption,22353,2026-02-08,8959,7767
62,AeroSwift 62,1972-07-15,418,Business Class Upgrade 2026,Valid for flights over 3799 miles,775,Extra Baggage Coupon,Expiry: 57 days after redemption,22354,2026-02-04,5064,14667
4,SkyBound 4,1983-04-06,402,First Class Access 2026,Valid for flights over 3665 miles,763,Extra Baggage Coupon,Expiry: 44 days after redemption,22355,2026-03-01,8306,12569
21,Global Jet 21,1987-04-05,420,First Class Access 2026,Valid for flights over 3191 miles,742,Lounge Access Coupon,Expiry: 76 days after redemption,22356,2026-01-16,5069,24777
23,AeroSwift 23,1982-06-08,482,First Class Access 2026,Valid for flights over 4221 miles,752,Free Meal Coupon,Expiry: 31 days after redemption,22357,2026-02-04,9677,21249
26,Oceanic Air 26,2010-08-03,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,707,Free Meal Coupon,Expiry: 55 days after redemption,22358,2026-01-11,5539,13266
72,Horizon Airways 72,1993-02-24,492,Black Friday Fly 2026,Valid for flights over 3942 miles,714,Free Meal Coupon,Expiry: 69 days after redemption,22359,2026-02-11,6052,9656
25,AeroSwift 25,2001-03-12,486,Business Class Upgrade 2026,Valid for flights over 3475 miles,712,Extra Baggage Coupon,Expiry: 66 days after redemption,22360,2026-01-22,9598,11890
72,Horizon Airways 72,1993-02-24,481,Business Class Upgrade 2026,Valid for flights over 4930 miles,768,Lounge Access Coupon,Expiry: 89 days after redemption,22361,2026-02-12,6412,20168
43,Horizon Airways 43,1971-03-11,487,Black Friday Fly 2026,Valid for flights over 4790 miles,758,Double Points Coupon,Expiry: 55 days after redemption,22362,2026-02-25,9404,8158
1,SkyBound 1,1974-11-29,435,Summer Miles 2026,Valid for flights over 3849 miles,745,Free Meal Coupon,Expiry: 31 days after redemption,22363,2026-02-15,9488,9673
53,Horizon Airways 53,2013-05-06,491,Black Friday Fly 2026,Valid for flights over 3180 miles,794,Lounge Access Coupon,Expiry: 49 days after redemption,22364,2026-01-05,9160,6911
65,Horizon Airways 65,1992-07-02,434,Black Friday Fly 2026,Valid for flights over 1023 miles,765,Free Meal Coupon,Expiry: 85 days after redemption,22365,2026-02-18,6443,15295
53,Horizon Airways 53,2013-05-06,416,Business Class Upgrade 2026,Valid for flights over 2102 miles,731,Extra Baggage Coupon,Expiry: 53 days after redemption,22366,2026-01-22,5657,21404
47,Oceanic Air 47,2001-02-17,473,Summer Miles 2026,Valid for flights over 2092 miles,788,Lounge Access Coupon,Expiry: 52 days after redemption,22367,2026-01-30,5850,23870
2,Horizon Airways 2,1974-06-11,458,Summer Miles 2026,Valid for flights over 1568 miles,706,Extra Baggage Coupon,Expiry: 90 days after redemption,22368,2026-02-14,6487,2419
13,SkyBound 13,1977-02-28,492,Black Friday Fly 2026,Valid for flights over 3942 miles,751,Extra Baggage Coupon,Expiry: 56 days after redemption,22369,2026-02-20,5943,20440
12,Global Jet 12,2014-02-22,477,First Class Access 2026,Valid for flights over 4678 miles,767,Double Points Coupon,Expiry: 82 days after redemption,22370,2026-01-12,7858,5231
68,Oceanic Air 68,2011-06-25,441,Business Class Upgrade 2026,Valid for flights over 4970 miles,753,Extra Baggage Coupon,Expiry: 53 days after redemption,22371,2026-01-23,7910,13189
62,AeroSwift 62,1972-07-15,479,Holiday Special 2026,Valid for flights over 565 miles,785,Free Meal Coupon,Expiry: 51 days after redemption,22372,2026-01-06,6250,21198
26,Oceanic Air 26,2010-08-03,433,Holiday Special 2026,Valid for flights over 4949 miles,730,Lounge Access Coupon,Expiry: 89 days after redemption,22373,2026-02-06,9258,13255
72,Horizon Airways 72,1993-02-24,426,Holiday Special 2026,Valid for flights over 2084 miles,725,Priority Boarding Coupon,Expiry: 52 days after redemption,22374,2026-02-09,8580,20222
30,Horizon Airways 30,2013-08-25,476,Holiday Special 2026,Valid for flights over 1909 miles,739,Priority Boarding Coupon,Expiry: 57 days after redemption,22375,2026-01-19,9965,18711
18,Global Jet 18,2011-11-25,459,Holiday Special 2026,Valid for flights over 2619 miles,711,Extra Baggage Coupon,Expiry: 84 days after redemption,22376,2026-01-07,8317,20272
